identifier/0/__text,identifier/1/__text,title/__text,creator/0/__text,format/0/__text,format/1/__text,extent/__text,publisher/__text,date/__text,description/0/__text,description/1/__text,isVersionOf/__text,subject/0/__text,subject/1/__text,subject/2/__text,subject/3/__text,subject/4/__text,subject/5/__text,subject/6/__text,subject/7/__text,subject/8/__text,subject/9/__text,subject/10/__text,subject/11/__text,rights/__text,subject/12/__text,creator/1/__text,subject/13/__text,subject/14/__text,creator/2/__text,creator/3/__text,creator/4/__text,description/2/__text
74895652,http://digital.nls.uk/74895652,"Crafy plough boy, or, The highwayman outwitted.","Croshaw, C.",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Please to draw near and the truth I'll declare. In one column..,"Electronic reproduction of: Crafy plough boy, or, The highwayman outwitted. 1 item ;  x  cm.",Ballads (documents),Criminals,Plows (agricultural equipment),"Europe, United Kingdom, England, York, York (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895790,http://digital.nls.uk/74895790,Norfolk miller excis'd.,"Kendrew, James",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: A rich country farmer possess'd of a mill. In one column..,Electronic reproduction of: Norfolk miller excis'd. 1 item ;  x  cm.,Ballads (documents),Farmers (people in agriculture),Millers,Mills (buildings),"Europe, United Kingdom, England, York, York (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895898,http://digital.nls.uk/74895898,Slave chase.,"Reach, Angus B. (Angus Bethune), 1821-1856",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The slave chase - first line reads: Set ev'ry stitch of canvas to woo the fresh'ning wind. The brave old oak - first line reads: A song to the oak, the brave old oak. Kathleen Mavourneen - first line reads: Kathleen Mavourneen, the grey dawn is breaking. The star of Glengary - first line reads: The red moon is up on the moss-covered mountain. The words to ""The slave chase"" are by A. B. Reach and were possibly written for Henry Russell's ""Negro life"" of 1855. The words to ""The brave old oak"" are by H. F. Chorley. The words to ""Kathleen Mavourneen"" were written by Mrs. Crawford and those to ""The star of Glengary"" by Eliza Cook. In two columns with an illustration above each. Four ballads..",Electronic reproduction of: Slave chase. 1 item ;  x  cm.,Great Britain. Royal Navy,British,Woodcuts (prints),Ballads (documents),Slaves,Sails,Canvas,Ballast (aggregate),Love,Emigration,"Europe, United Kingdom, England, Durham, Durham (inhabited place)","North and Central America, United States (nation)",Available under Creative Commons license; Attribution,"North and Central America, Cuba, Cuba (island)","Chorley, Henry F. (Henry Fothergill), 1808-1872",,,"Crawford, Mrs. (Louisa McCartney), 1790-1858","Walker, George (Printer of North Shields)",,
74895937,http://digital.nls.uk/74895937,[NLSBLANK].,"Baldwin, Ann, 1658-1713",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,,Electronic reproduction of: [NLSBLANK]. 1 item ;  x  cm.,East India Company,Ballads (documents),Weavers,Clothing,Trade,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895964,http://digital.nls.uk/74895964,"Munster amd Conaught attorney's, a satyr.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... To which is added, The tripple plea; or, A grand dispute, between law, physick, and divinity, about superiority"". The Munster amd Conaught attorney's - first line reads: Since sons of whores are noble men. The sequell of the satyr - first line reads: Swears right sides wrong, and wrong side right. The triple plea - first line reads: Law, physick, and divinity..","Electronic reproduction of: Munster amd Conaught attorney's, a satyr. 1 item ;  x  cm.",Ballads (documents),Lawyers,Satire (artistic device),"Europe, Republic of Ireland (nation)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896072,http://digital.nls.uk/74896072,"Spring, spring, gentle spring.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. Spring, spring, gentle spring - first line reads: Spring, spring, gentle spring. Ben Low - first line reads: Kind friends excuse me asking. In two columns with an illustration above each..","Electronic reproduction of: Spring, spring, gentle spring. 1 item ;  x  cm.",Ballads (documents),Spring (season),Woodcuts (prints),Farmers (people in agriculture),Peddlers,Matches (fire-making equipment),Poverty,"Europe, United Kingdom, England (country)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896168,http://digital.nls.uk/74896168,Cork leg.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Most of the imprint has failed to print. Possibly by Bebbington in Manchester. Cork leg - first line reads: A tale I tell now without any flam. Minstrel boy - first line reads: The minstrel boy to war is gone..,Electronic reproduction of: Cork leg. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Humor,Boys,Wars,"Europe, United Kingdom, England, Greater Manchester, Manchester urban district, Manchester (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896204,http://digital.nls.uk/74896204,Minstrel to his steed.,"Keys, Elias",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Then up and prepare thee! my own brave steed. In one column with an illustration beneath the title..,Electronic reproduction of: Minstrel to his steed. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England, Devon, Devonport (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896297,http://digital.nls.uk/74896297,Keogh's Gazetteer.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... No 1 Price one penny Horrible apparition near the Four Courts Speech and song of his satanic majesty!!!"" Billy Keogh - first line reads: There was a little judge, and I'm sure you've all heard/ tell of him. [Speech] - first line reads: The usual opening of the Four Courts will take/ place ealy in the month of November. Includes the song 'Billy Keogh' to to the tune of 'Ole Roger M'. In two columns. In prose and verse. A mock journal to 'celebrate' the death of Judge William Keogh in 1878?.",Electronic reproduction of: Keogh's Gazetteer. 1 item ;  x  cm.,"Keogh, William, 1817-1878",Ballads (documents),Judges,Irish,Deaths,Celebrations,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896354,http://digital.nls.uk/74896354,Joan's ale was new.,"Such, Henry Parker, active 1849 - 1851",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Joan's ale was new - first line reads: There were six jovial tradesmen. The cheesmongers [sic] daughter - first line reads: Young Timothy White was a cheesemonger's boy..,Electronic reproduction of: Joan's ale was new. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896453,http://digital.nls.uk/74896453,Frolicksome farmer.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The frolicksome farmer - first line reads: 'Tis of a brisk young farmer, in ---shire did dwell. Meeting of the waters - first line reads: There is not in this wide world a valley so sweet. Meet me to-night - first line reads: Meet me to-night in the paths which lies. In two columns with an illustration above each. Three ballads..",Electronic reproduction of: Frolicksome farmer. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Domestics,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896477,http://digital.nls.uk/74896477,Exciseman outwitted.,"Harrild, Robert, 1780-1853",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: To a village that skirted the sea. In two columns with an etching above the title..,Electronic reproduction of: Exciseman outwitted. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896501,http://digital.nls.uk/74896501,General strike.,"Hodges, E. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: To pass dull care away. In two columns with an illustration above the first..,Electronic reproduction of: General strike. 1 item ;  x  cm.,Ballads (documents),Strikes (events),Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896516,http://digital.nls.uk/74896516,Agricultural labourers' union song.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"""On 29 May 1872 at the new Hippodrome, Leamington Spa, a conference was held to create a national union with Arch as president. In the next year the National Agricultural Labourers' Union (NALU) spread through much of midland and eastern England, bringing into its fold many of the local organizations created spontaneously in the early months of 1872"" (DNB). First line reads: To the labourers, the pride of the nation. Tune: Red white and blue. In two columns with an illustration beneath the title..",Electronic reproduction of: Agricultural labourers' union song. 1 item ;  x  cm.,National Agricultural Labourers Union (Great Britain),Ballads (documents),Woodcuts (prints),Trade unions,"Europe, United Kingdom, England (country)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896597,http://digital.nls.uk/74896597,Madam Sneak and I.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Twas on a frosty morn as madam Sneak and I. In one column with a woodcut above the title..,Electronic reproduction of: Madam Sneak and I. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Physicians,Wives,Humor,Costs,Treating (health care function),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
